Search keyword
All time
Search keyword,Search keyword status,Search keyword status reasons,Search keyword match type,Campaign,Ad group,Currency code,Keyword max CPC,Clicks,Impr.,CTR,Avg. CPC,Cost,Impr. (Abs. Top) %,Impr. (Top) %,Conversions,View-through conv.,Cost / conv.,Conv. rate,Avg. CPM
packing materials suppliers,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,company,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing packages,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packaging,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing service company,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,company,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing service reviews,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,company,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing stuff near me,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,near,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing supplies for glassware,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,glassware packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing supplies for moving,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing supplies for sale,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,company,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing supplies near me,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing supply company,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing tape,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,tape,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing tape for boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,tape,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing tape for moving,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,tape,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing tape for moving boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing tape near me,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,near,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing wrap near me,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,near,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
premium glassware packing materials,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,glassware packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
product packaging,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packaging,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
professional dish packing assistance,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,dish,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
professional packing company,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,company,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
professionally packed items,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,packing items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
protective packaging,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packaging,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
purchase packing items,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,packing items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
quality boxes for fragile items,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,fragile items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
quality moving boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
quality packing items for relocation,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,packing items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
quality packing tape,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,tape,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
reliable packing company,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,company,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
reusable packing supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
reuse dish packing boxes,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,dish,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
reviews of fragile packing supplies,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,fragile items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
reviews of high quality packing products,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,high quality,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
safe packing items for storage,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,packing items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
secure packing for fragile items,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,fragile items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
shipping tape,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,tape,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
sturdy moving boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
supplies for packing,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
supply boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
supply packing,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
tape for boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,tape,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
tape for moving boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
tape for packing boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,tape,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
top rated dish packing products,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,dish,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
top rated fragile item packing supplies,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,fragile items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
top rated packing company,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,company,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
top rated packing items,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,packing items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
trusted packing company,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,company,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
where to buy fragile item boxes,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,fragile items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
affordable cross country moving,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,cross country moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
affordable household moving,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,household moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
affordable household moving packages,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,household moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
affordable interstate moving,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,interstate moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
affordable long distance movers,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,long distance movers,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
affordable long distance movers,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,movers near,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
affordable long distance moving,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,budget,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
affordable long distance moving services,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,moving services,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
affordable long distance storage,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,storage,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
affordable moving companies,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,moving companies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
affordable moving quotes,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,budget,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
affordable packing services,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
affordable state moving,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,state moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
affordable storage solutions,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,budget,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best budget long distance movers,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,budget,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best household moving services,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,household moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best long distance movers near me,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,movers near,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best long distance moving companies,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,moving companies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best long distance moving experts,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,expert,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best long distance moving services,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,moving services,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best long distance moving storage,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,storage,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best long distance packing,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best rated long distance moving companies,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,moving companies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best rates long distance moving,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,budget,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
best state moving companies,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,state moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
budget cross country moving,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,cross country moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
budget friendly moving services,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,budget,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
budget friendly packing services,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,budget,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
budget interstate moving,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,budget,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
budget long distance moving,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,budget,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
budget long distance moving options,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,budget,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
budget long distance relocation,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,budget,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
business moving cross country,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,cross country moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
business moving interstate,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,interstate moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
certified long distance movers,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,long distance movers,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
certified long distance moving companies,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,moving companies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cheap interstate moving,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,budget,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cheap movers near,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,movers near,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
commercial moving cross country,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,cross country moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
commercial moving interstate,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,interstate moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
comprehensive cross country moving,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,cross country moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
comprehensive interstate moving,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,interstate moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
comprehensive long distance moving services,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,moving services,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cost effective long distance storage,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,storage,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cost effective moving solutions,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,budget,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cost effective packing solutions,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cross country furniture moving,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,cross country moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cross country household moving,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,cross country moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cross country movers near me,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,movers near,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cross country moving,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,cross country moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cross country moving and storage,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,cross country moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cross country moving assistance,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,cross country moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cross country moving booking,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,cross country moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cross country moving companies,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,cross country moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cross country moving companies usa,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,cross country moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cross country moving cost,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,cross country moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cross country moving estimates,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,cross country moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cross country moving expert,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,expert,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cross country moving experts,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,cross country moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cross country moving packing services,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,cross country moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cross country moving quotes,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,cross country moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cross country moving services,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,cross country moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cross country moving specialists,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,cross country moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cross country moving storage solutions,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,cross country moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cross country moving strategies,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,cross country moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cross country moving support,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,cross country moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cross country moving tips,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,cross country moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cross country packing,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
custom long distance moving plans,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,movers near,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
customized household moving plans,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,household moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
customized long distance moving services,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,moving services,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
customized long distance storage plans,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,storage,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
customized packing plans,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
discount long distance moving,Eligible,,Exact match,OTTO - Ads - Long Distance Moving Services,budget,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
eco friendly household moving options,Not eligible,rarely served,Exact match,OTTO - Ads - Long Distance Moving Services,household moving,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
